name dummy x y z omega phi kappa
5115822538 5115822538 -641789.262 -1041795.712 234.637 -0.468 -1.468 -117.001
5115822967 5115822967 -641791.44 -1041800.195 234.595 -0.329 -1.131 -116.864
5115823395 5115823395 -641793.597 -1041804.591 234.517 0.226 -1.63 -116.728
5115823823 5115823823 -641795.715 -1041808.992 234.432 0.317 -0.364 -116.912
5115824251 5115824251 -641797.813 -1041813.28 234.332 0.602 -1.279 -116.89
5115824679 5115824679 -641799.877 -1041817.55 234.268 0.293 -1.275 -117.009
5115825127 5115825127 -641802.02 -1041821.965 234.174 -0.102 -1.116 -117.27
5115825575 5115825575 -641804.23 -1041826.4 234.097 -0.027 -2.03 -117.483
5115826023 5115826023 -641806.504 -1041830.955 234.063 0.063 -1.858 -117.48
5115826471 5115826471 -641808.773 -1041835.583 234.023 -0.487 -1.934 -117.323
5115826919 5115826919 -641811.041 -1041840.168 233.987 -0.229 -1.387 -117.099
5115827367 5115827367 -641813.242 -1041844.688 233.934 -0.338 -1.809 -116.822
5115827815 5115827815 -641815.416 -1041849.208 233.896 -0.325 -1.48 -116.627
5115828263 5115828263 -641817.556 -1041853.688 233.834 -0.446 -1.731 -116.544
5115828711 5115828711 -641819.718 -1041858.214 233.767 -0.3 -1.292 -116.48
5115829159 5115829159 -641821.836 -1041862.673 233.708 -0.448 -1.247 -116.516
5115829607 5115829607 -641823.889 -1041866.941 233.667 -0.398 -1.054 -116.858
5115830100 5115830100 -641825.931 -1041871.099 233.652 -0.124 -1.44 -117.166
5115830637 5115830637 -641827.953 -1041875.179 233.64 0.031 -1.385 -117.381
5115831196 5115831196 -641829.873 -1041879.051 233.629 0.025 -1.492 -117.361
5115832059 5115832059 -641832.246 -1041883.846 233.618 0.057 -1.049 -117.382
5115833184 5115833184 -641834.465 -1041888.327 233.585 -0.015 -1.515 -117.361
5115834501 5115834501 -641836.556 -1041892.59 233.57 -0.121 -1.459 -117.122
5115900053 5115900053 -641837.543 -1041894.645 233.556 -0.251 -1.815 -117.119
5115902957 5115902957 -641838.484 -1041896.551 233.524 -0.407 -3.097 -116.854
5115904081 5115904081 -641840.986 -1041901.786 233.497 -0.234 -2.816 -116.353
5115904877 5115904877 -641843.458 -1041906.947 233.474 -0.241 -3.285 -116.681
5115905588 5115905588 -641846.142 -1041912.524 233.464 -0.016 -1.624 -116.549
5115906178 5115906178 -641848.29 -1041917.02 233.44 -0.093 -1.819 -116.489
5115906789 5115906789 -641850.387 -1041921.432 233.419 0.01 -1.496 -116.242
5115907428 5115907428 -641852.407 -1041925.744 233.391 0.003 -1.54 -116.067
5115908110 5115908110 -641854.451 -1041930.109 233.367 0.166 -1.567 -115.951
5115908844 5115908844 -641856.543 -1041934.598 233.316 0.312 -1.61 -115.834
5115909578 5115909578 -641858.554 -1041938.975 233.288 -0.033 -2.035 -115.706
5115910336 5115910336 -641860.612 -1041943.479 233.286 0.109 -2.047 -115.274
5115911093 5115911093 -641862.721 -1041948.2 233.251 0.133 -2.225 -114.912
5115911808 5115911808 -641864.778 -1041952.888 233.244 -0.212 -2.338 -114.775
5115912503 5115912503 -641866.808 -1041957.485 233.245 -0.236 -2.018 -114.869
5115913198 5115913198 -641868.85 -1041962.082 233.22 -0.282 -2.111 -115.097
5115913893 5115913893 -641870.917 -1041966.655 233.203 -0.103 -1.89 -115.27
5115914588 5115914588 -641872.981 -1041971.258 233.174 -0.102 -2.013 -114.961
5115915283 5115915283 -641875.044 -1041975.948 233.153 -0.152 -1.961 -114.624
5115915978 5115915978 -641877.098 -1041980.648 233.134 -0.14 -1.704 -114.697
5115916673 5115916673 -641879.119 -1041985.234 233.105 -0.137 -1.814 -114.84
5115917368 5115917368 -641881.104 -1041989.7 233.081 -0.097 -2.26 -114.993
5115918084 5115918084 -641883.135 -1041994.259 233.073 -0.161 -1.953 -115.05
5115918820 5115918820 -641885.153 -1041998.772 233.045 -0.086 -1.927 -114.978
5115919576 5115919576 -641887.161 -1042003.282 233.017 -0.033 -2.046 -114.909
5115920332 5115920332 -641889.157 -1042007.794 233.002 -0.063 -1.575 -114.852
5115921108 5115921108 -641891.125 -1042012.263 232.979 -0.228 -1.951 -114.813
5115921905 5115921905 -641893.093 -1042016.702 232.96 -0.079 -1.727 -114.891
5115922745 5115922745 -641895.089 -1042021.197 232.932 -0.126 -1.693 -114.997
5115923647 5115923647 -641897.113 -1042025.711 232.894 -0.052 -1.596 -115.105
5115924634 5115924634 -641899.165 -1042030.258 232.862 -0.067 -1.738 -115.294
5115925743 5115925743 -641901.205 -1042034.784 232.842 0.022 -1.438 -115.218
5115926996 5115926996 -641903.026 -1042038.843 232.809 -0.023 -1.433 -115.192
5115935492 5115935492 -641903.952 -1042040.909 232.801 -0.025 -1.726 -115.251
5115941167 5115941167 -641904.772 -1042042.679 232.774 -0.079 -2.06 -115.283
5115943187 5115943187 -641906.659 -1042046.84 232.728 0.053 -2.184 -115.341
5115944447 5115944447 -641908.584 -1042051.099 232.687 0.072 -2.159 -115.406
5115945454 5115945454 -641910.773 -1042055.923 232.661 0.072 -2.212 -115.49
5115946323 5115946323 -641912.817 -1042060.527 232.662 -0.087 -1.853 -114.734
5115947239 5115947239 -641914.769 -1042065.047 232.668 -0.346 -3.017 -114.289
5115948130 5115948130 -641916.77 -1042069.736 232.723 -0.434 -2.986 -114.072
5115948977 5115948977 -641918.76 -1042074.466 232.761 -0.694 -2.995 -113.873
5115949756 5115949756 -641920.785 -1042079.288 232.775 -0.674 -2.164 -113.934
5115950467 5115950467 -641922.822 -1042084.04 232.743 -0.112 -2.066 -113.916
5115951156 5115951156 -641924.84 -1042088.834 232.706 -0.257 -2.186 -113.897
5115951805 5115951805 -641926.874 -1042093.59 232.675 0.323 -2.287 -113.905
5115952454 5115952454 -641929.031 -1042098.684 232.658 0.452 -2.259 -113.952
5115953030 5115953030 -641931.055 -1042103.414 232.63 0.762 -2.612 -114.021
5115953584 5115953584 -641933.043 -1042108.098 232.619 0.601 -3.186 -114.067
5115954138 5115954138 -641935.051 -1042112.826 232.668 0.6 -2.648 -114.097
5115954692 5115954692 -641937.059 -1042117.552 232.693 0.475 -2.246 -114.135
5115955246 5115955246 -641939.05 -1042122.249 232.701 0.171 -2.305 -114.185
5115955800 5115955800 -641940.995 -1042126.793 232.725 0.152 -2.161 -114.257
5115956354 5115956354 -641942.889 -1042131.198 232.713 -0.072 -2.542 -114.469
5115956908 5115956908 -641944.852 -1042135.722 232.713 -0.275 -2.653 -114.664
5115957462 5115957462 -641946.931 -1042140.441 232.715 -0.138 -2.636 -114.807
5115957994 5115957994 -641949.009 -1042145.168 232.721 -0.374 -2.484 -114.903
5115958526 5115958526 -641951.122 -1042149.936 232.73 -0.344 -2.205 -114.97
5115959038 5115959038 -641953.128 -1042154.438 232.743 -0.175 -2.183 -114.955
5115959550 5115959550 -641955.068 -1042158.798 232.755 -0.045 -2.252 -114.918
5120000082 5120000082 -641957.06 -1042163.281 232.764 0.047 -2.563 -114.91
5120000615 5120000615 -641959.096 -1042167.891 232.779 -0.096 -2.835 -114.923
5120001147 5120001147 -641961.244 -1042172.705 232.8 0.257 -2.725 -114.928
5120001658 5120001658 -641963.365 -1042177.433 232.798 0.85 -2.592 -114.952
5120002169 5120002169 -641965.494 -1042182.222 232.787 0.837 -2.548 -114.94
5120002680 5120002680 -641967.629 -1042187.012 232.795 1.207 -2.234 -114.723
5120003171 5120003171 -641969.589 -1042191.553 232.807 0.765 -2.627 -114.364
5120003662 5120003662 -641971.542 -1042196.122 232.831 0.589 -2.727 -114.186
5120004153 5120004153 -641973.557 -1042200.839 232.84 0.884 -2.425 -113.897
5120004643 5120004643 -641975.58 -1042205.702 232.842 0.203 -3.057 -113.926
5120005115 5120005115 -641977.653 -1042210.623 232.868 0.141 -2.816 -113.927
5120005565 5120005565 -641979.717 -1042215.51 232.882 0.081 -3.288 -113.936
5120005994 5120005994 -641981.832 -1042220.512 232.904 0.081 -3.318 -114.074
5120006403 5120006403 -641984.026 -1042225.662 232.896 0.155 -3.242 -114.078
5120006789 5120006789 -641986.16 -1042230.748 232.913 -0.443 -2.428 -114.101
5120007153 5120007153 -641988.19 -1042235.485 232.915 -0.145 -1.953 -114.096
5120007517 5120007517 -641990.183 -1042240.141 232.895 0.035 -1.912 -114.105
5120007881 5120007881 -641992.118 -1042244.699 232.913 -0.239 -2.71 -114.09
5120008245 5120008245 -641994.035 -1042249.215 232.947 -0.218 -1.743 -114.089
5120008609 5120008609 -641995.906 -1042253.605 232.925 -0.166 -2.016 -113.983
5120008973 5120008973 -641997.735 -1042257.927 232.926 -0.143 -2.031 -113.999
5120009357 5120009357 -641999.628 -1042262.412 232.93 -0.303 -2.141 -114.003
5120009741 5120009741 -642001.491 -1042266.815 232.945 -0.418 -2.519 -113.96
5120010125 5120010125 -642003.333 -1042271.161 232.976 -0.321 -2.143 -114.021
5120010530 5120010530 -642005.255 -1042275.647 232.975 -0.031 -2.106 -114.07
5120010935 5120010935 -642007.11 -1042280.056 232.986 -0.494 -2.08 -114.167
5120011340 5120011340 -642008.974 -1042284.38 232.992 -0.155 -1.891 -114.231
5120011765 5120011765 -642010.885 -1042288.828 232.977 -0.153 -1.977 -114.32
5120012190 5120012190 -642012.768 -1042293.19 232.98 -0.142 -2.21 -114.399
5120012636 5120012636 -642014.717 -1042297.683 232.978 -0.025 -1.872 -114.467
5120013082 5120013082 -642016.616 -1042302.073 232.974 -0.178 -1.991 -114.581
5120013548 5120013548 -642018.568 -1042306.544 232.987 -0.127 -2.361 -114.62
5120014014 5120014014 -642020.484 -1042310.926 233.013 0.022 -2.205 -114.594
5120014500 5120014500 -642022.426 -1042315.403 233.025 -0.144 -2.49 -114.567
5120014986 5120014986 -642024.383 -1042319.935 233.036 -0.559 -2.605 -114.553
5120015472 5120015472 -642026.405 -1042324.561 233.055 -0.469 -2.766 -114.557
5120015958 5120015958 -642028.477 -1042329.309 233.07 -0.391 -2.565 -114.522
5120016424 5120016424 -642030.509 -1042334.017 233.082 -0.652 -2.514 -114.541
5120016890 5120016890 -642032.584 -1042338.789 233.1 -0.565 -2.381 -114.456
5120017356 5120017356 -642034.654 -1042343.595 233.125 -0.583 -2.608 -114.142
5120017802 5120017802 -642036.596 -1042348.254 233.156 -0.575 -2.785 -112.853
5120018248 5120018248 -642038.416 -1042353.017 233.195 -0.81 -2.647 -111.151
5120018694 5120018694 -642040.112 -1042357.87 233.227 -0.805 -2.536 -109.233
5120019140 5120019140 -642041.656 -1042362.828 233.246 -1.277 -2.721 -108.116
5120019586 5120019586 -642043.202 -1042367.954 233.262 -1.324 -2.564 -107.338
5120019994 5120019994 -642044.572 -1042372.785 233.264 -1.636 -2.368 -106.793
5120020402 5120020402 -642045.967 -1042377.723 233.261 -1.156 -2.556 -106.099
5120020810 5120020810 -642047.298 -1042382.788 233.285 -1.29 -2.608 -105.522
5120021193 5120021193 -642048.546 -1042387.701 233.294 -1.349 -2.384 -105.13
5120021576 5120021576 -642049.774 -1042392.692 233.305 -1.174 -2.47 -104.17
5120021959 5120021959 -642050.898 -1042397.744 233.323 -1.792 -2.639 -103.717
5120022342 5120022342 -642052.053 -1042402.863 233.363 -1.507 -2.822 -103.446
5120022725 5120022725 -642053.177 -1042408.082 233.392 -1.656 -2.551 -103.086
5120023088 5120023088 -642054.245 -1042413.068 233.393 -1.294 -2.045 -102.706
5120023451 5120023451 -642055.255 -1042418.053 233.375 -1.173 -2.023 -102.01
5120023814 5120023814 -642056.208 -1042423.038 233.348 -0.817 -2.381 -100.964
5120024177 5120024177 -642057.051 -1042428.043 233.357 -0.67 -2.44 -99.764
5120024540 5120024540 -642057.773 -1042433.038 233.371 -1.007 -2.705 -98.966
5120024903 5120024903 -642058.436 -1042438.046 233.384 -0.948 -2.175 -97.908
5120025266 5120025266 -642058.98 -1042443.044 233.371 -1.327 -2.11 -96.694
5120025629 5120025629 -642059.425 -1042448.053 233.361 -1.374 -2.304 -95.251
5120025992 5120025992 -642059.748 -1042453.083 233.365 -1.231 -2.278 -93.737
5120026355 5120026355 -642059.932 -1042458.141 233.358 -1.225 -2.193 -92.178
5120026718 5120026718 -642059.965 -1042463.226 233.35 -1.558 -1.984 -90.71
5120027081 5120027081 -642059.886 -1042468.261 233.337 -1.707 -1.986 -89.371
5120027444 5120027444 -642059.708 -1042473.239 233.338 -1.756 -1.991 -88.551
5120027807 5120027807 -642059.473 -1042478.169 233.338 -1.459 -1.771 -87.465
5120028170 5120028170 -642059.128 -1042483.028 233.325 -1.581 -1.816 -86.333
5120028533 5120028533 -642058.7 -1042487.816 233.325 -1.717 -2.068 -85.516
5120028896 5120028896 -642058.224 -1042492.557 233.332 -1.662 -1.901 -84.907
5120029259 5120029259 -642057.698 -1042497.223 233.337 -1.782 -2.116 -84.258
5120029643 5120029643 -642057.105 -1042502.108 233.344 -1.773 -1.71 -83.931
5120030025 5120030025 -642056.507 -1042506.915 233.317 -1.56 -2.132 -83.577
5120030409 5120030409 -642055.868 -1042511.735 233.312 -1.535 -2.046 -83.249
5120030792 5120030792 -642055.188 -1042516.574 233.306 -1.228 -2.13 -82.127
5120031175 5120031175 -642054.385 -1042521.414 233.291 -1.093 -1.892 -80.68
5120031558 5120031558 -642053.47 -1042526.201 233.276 -0.975 -2.254 -79.331
5120031941 5120031941 -642052.431 -1042531.003 233.27 -1.052 -2.206 -78.302
5120032324 5120032324 -642051.328 -1042535.807 233.268 -0.893 -1.756 -77.79
5120032707 5120032707 -642050.205 -1042540.548 233.247 -0.669 -1.812 -77.293
5120033090 5120033090 -642049.053 -1042545.224 233.224 -0.47 -1.991 -76.787
5120033473 5120033473 -642047.857 -1042549.836 233.214 -0.626 -1.944 -76.328
5120033856 5120033856 -642046.635 -1042554.42 233.207 -0.617 -2.293 -75.693
5120034239 5120034239 -642045.337 -1042559.047 233.206 -0.796 -2.465 -75.156
5120034622 5120034622 -642043.983 -1042563.74 233.212 -0.924 -2.349 -74.927
5120035005 5120035005 -642042.605 -1042568.535 233.197 -0.603 -2.709 -74.661
5120035388 5120035388 -642041.147 -1042573.465 233.182 -0.454 -2.411 -74.385
5120035771 5120035771 -642039.644 -1042578.484 233.169 -0.254 -2.377 -74.154
5120036154 5120036154 -642038.087 -1042583.61 233.16 -0.115 -2.463 -73.933
5120036517 5120036517 -642036.571 -1042588.506 233.158 -0.08 -2.064 -73.729
5120036880 5120036880 -642035.064 -1042593.347 233.153 0.107 -2.055 -73.576
5120037243 5120037243 -642033.559 -1042598.11 233.155 0.002 -2.265 -73.497
5120037606 5120037606 -642032.053 -1042602.838 233.163 -0.269 -2.224 -73.603
5120037969 5120037969 -642030.577 -1042607.589 233.154 -0.272 -2.458 -73.9
5120038332 5120038332 -642029.106 -1042612.417 233.146 -0.142 -2.561 -74.003
5120038695 5120038695 -642027.604 -1042617.341 233.142 -0.121 -2.532 -74.157
5120039058 5120039058 -642026.092 -1042622.38 233.134 0.069 -2.607 -74.362
5120039421 5120039421 -642024.563 -1042627.516 233.135 0.071 -2.438 -74.586
5120039764 5120039764 -642023.126 -1042632.396 233.137 -0.031 -2.345 -74.819
5120040107 5120040107 -642021.714 -1042637.261 233.146 -0.012 -2.147 -74.913
5120040450 5120040450 -642020.325 -1042642.071 233.142 0.056 -1.928 -74.904
5120040793 5120040793 -642018.951 -1042646.816 233.13 0.106 -1.883 -74.788
5120041136 5120041136 -642017.583 -1042651.491 233.129 0.129 -2.117 -74.6
5120041479 5120041479 -642016.216 -1042656.102 233.131 0.162 -2.118 -74.415
5120041822 5120041822 -642014.856 -1042660.655 233.123 0.215 -2.049 -74.31
5120042165 5120042165 -642013.498 -1042665.192 233.096 0.292 -2.374 -74.21
5120042508 5120042508 -642012.108 -1042669.786 233.081 0.291 -2.402 -74.19
5120042851 5120042851 -642010.712 -1042674.412 233.083 0.351 -2.532 -74.154
5120043194 5120043194 -642009.303 -1042679.042 233.092 0.305 -2.191 -74.037
5120043537 5120043537 -642007.905 -1042683.603 233.095 0.227 -2.265 -73.966
5120043880 5120043880 -642006.516 -1042688.109 233.109 0.179 -2.099 -73.925
5120044223 5120044223 -642005.145 -1042692.553 233.112 0.182 -2.046 -73.835
5120044586 5120044586 -642003.694 -1042697.188 233.108 0.01 -1.813 -73.691
5120044949 5120044949 -642002.273 -1042701.765 233.099 0.315 -2.419 -73.555
5120045312 5120045312 -642000.821 -1042706.351 233.111 0.237 -2.612 -73.45
5120045675 5120045675 -641999.35 -1042710.956 233.113 0.153 -2.405 -73.423
5120046038 5120046038 -641997.891 -1042715.568 233.103 0.238 -2.352 -73.537
5120046400 5120046400 -641996.423 -1042720.209 233.103 0.114 -2.228 -73.644
5120046764 5120046764 -641994.977 -1042724.853 233.092 0.295 -2.377 -73.709
5120047127 5120047127 -641993.525 -1042729.476 233.104 0.108 -2.366 -73.807
5120047490 5120047490 -641992.09 -1042734.085 233.103 0.047 -2.242 -73.877
5120047853 5120047853 -641990.675 -1042738.664 233.103 0.085 -2.205 -73.944
5120048216 5120048216 -641989.264 -1042743.229 233.099 -0.038 -2.295 -74.006
5120048579 5120048579 -641987.867 -1042747.806 233.099 0.181 -2.369 -74.005
5120048942 5120048942 -641986.457 -1042752.393 233.102 0.126 -2.48 -74.032
5120049305 5120049305 -641985.036 -1042757.038 233.109 0.22 -2.526 -74.049
5120049668 5120049668 -641983.605 -1042761.719 233.116 0.19 -2.33 -74.185
5120050031 5120050031 -641982.192 -1042766.374 233.117 0.125 -1.878 -74.304
5120050394 5120050394 -641980.813 -1042770.969 233.101 0.161 -2.131 -74.383
5120050757 5120050757 -641979.452 -1042775.517 233.097 0.217 -2.222 -74.448
5120051120 5120051120 -641978.11 -1042780.017 233.099 0.346 -2.178 -74.455
5120051504 5120051504 -641976.702 -1042784.719 233.101 0.376 -2.016 -74.443
5120051888 5120051888 -641975.298 -1042789.382 233.096 0.179 -2.442 -74.436
5120052272 5120052272 -641973.883 -1042794.111 233.091 0.347 -2.447 -74.347
5120052656 5120052656 -641972.446 -1042798.849 233.09 0.259 -2.46 -74.179
5120053040 5120053040 -641970.993 -1042803.604 233.1 0.255 -2.102 -74.054
5120053424 5120053424 -641969.553 -1042808.286 233.096 0.194 -2.165 -73.972
5120053808 5120053808 -641968.13 -1042812.894 233.093 0.111 -2.17 -73.917
5120054192 5120054192 -641966.731 -1042817.442 233.09 0.306 -1.862 -73.977
5120054576 5120054576 -641965.364 -1042821.903 233.084 0.32 -2.218 -73.982
5120054960 5120054960 -641963.973 -1042826.364 233.09 -0.138 -2.659 -74.067
5120055344 5120055344 -641962.575 -1042830.959 233.09 0.166 -2.407 -74.064
5120055749 5120055749 -641961.065 -1042835.837 233.091 -0.273 -2.257 -74.052
5120056154 5120056154 -641959.584 -1042840.708 233.092 -0.185 -2.174 -74.078
5120056559 5120056559 -641958.113 -1042845.53 233.081 -0.127 -2.29 -74.028
5120056964 5120056964 -641956.614 -1042850.425 233.063 -0.34 -2.224 -74.064
5120057369 5120057369 -641955.107 -1042855.388 233.044 -0.182 -2.496 -74.189
5120057774 5120057774 -641953.593 -1042860.449 233.054 0.129 -2.663 -74.244
5120058159 5120058159 -641952.117 -1042865.313 233.068 -0.121 -2.77 -74.364
5120058544 5120058544 -641950.636 -1042870.307 233.068 -0.165 -2.613 -75.062
5120058929 5120058929 -641949.211 -1042875.449 233.053 -0.189 -2.806 -76.192
5120059293 5120059293 -641947.91 -1042880.475 233.091 -0.722 -2.703 -77.532
5120059657 5120059657 -641946.72 -1042885.632 233.1 -0.26 -1.933 -78.371
5120100021 5120100021 -641945.614 -1042890.727 233.075 0.506 -2.786 -78.492
5120100385 5120100385 -641944.481 -1042895.768 233.093 0.239 -2.476 -78.434
5120100749 5120100749 -641943.367 -1042900.74 233.113 0.522 -2.345 -78.062
5120101113 5120101113 -641942.239 -1042905.553 233.145 0.236 -2.282 -77.789
5120101477 5120101477 -641941.119 -1042910.235 233.165 0.112 -2.348 -77.517
5120101841 5120101841 -641939.995 -1042914.852 233.171 0.391 -2.182 -76.78
5120102205 5120102205 -641938.822 -1042919.378 233.178 0.988 -2.647 -75.443
5120102569 5120102569 -641937.525 -1042923.811 233.177 0.621 -2.22 -74.249
5120102965 5120102965 -641936.074 -1042928.525 233.19 0.128 -2.398 -74.117
5120103361 5120103361 -641934.677 -1042933.184 233.202 0.516 -2.308 -74.197
5120103757 5120103757 -641933.284 -1042937.763 233.206 0.28 -2.181 -74.19
5120104178 5120104178 -641931.85 -1042942.544 233.213 0.474 -2.237 -74.357
5120104599 5120104599 -641930.481 -1042947.174 233.219 0.691 -1.826 -74.649
5120105040 5120105040 -641929.159 -1042951.762 233.219 0.572 -1.712 -75.353
5120105508 5120105508 -641927.919 -1042956.293 233.213 0.523 -1.83 -76.153
5120105998 5120105998 -641926.803 -1042960.621 233.223 0.798 -1.79 -76.825
5120106540 5120106540 -641925.713 -1042965.074 233.218 0.612 -1.798 -78.434
5120107162 5120107162 -641924.749 -1042969.734 233.214 1.198 -1.433 -79.439
5120107909 5120107909 -641923.879 -1042974.303 233.199 1.02 -1.348 -81.588
5120109091 5120109091 -641923.206 -1042979.045 233.186 1.193 -1.738 -83.682
5120147375 5120147375 -641923.218 -1042980.879 233.202 1.122 -2.483 -84.123
5120149793 5120149793 -641922.954 -1042983.299 233.187 0.871 -4.111 -85.496
5120150784 5120150784 -641922.628 -1042988.74 233.2 0.736 -3.102 -89.838
5120151500 5120151500 -641922.761 -1042994.081 233.161 0.327 -2.741 -95.336
5120152124 5120152124 -641923.395 -1042999.532 233.129 0.144 -2.319 -99.657
5120152684 5120152684 -641924.237 -1043004.748 233.112 -1.542 -3.059 -102.438
5120153199 5120153199 -641925.441 -1043009.85 233.124 -0.165 -2.79 -104.953
5120153691 5120153691 -641926.83 -1043015.109 233.09 0.492 -3.103 -106.199
5120154138 5120154138 -641928.276 -1043020.264 233.091 -0.064 -3.061 -107.992
5120154565 5120154565 -641929.94 -1043025.419 233.093 -0.082 -3.003 -110.258
5120154973 5120154973 -641931.8 -1043030.422 233.096 0.666 -2.165 -112.154
5120155375 5120155375 -641933.754 -1043035.325 233.088 0.748 -2.688 -113.136
5120155761 5120155761 -641935.718 -1043040.086 233.064 0.362 -2.036 -114.394
5120156147 5120156147 -641937.836 -1043044.794 233.036 0.563 -2.609 -116.154
5121318963 5121318963 -641919.328 -1043059.505 233.345 -0.213 -2.34 46.663
5121319364 5121319364 -641915.996 -1043055.879 233.352 -0.379 -2.293 45.731
5121319765 5121319765 -641912.651 -1043052.362 233.381 -0.634 -2.35 44.667
5121320166 5121320166 -641909.289 -1043048.966 233.412 -0.722 -2.428 43.54
5121320587 5121320587 -641905.736 -1043045.522 233.451 -0.712 -1.745 42.427
5121321008 5121321008 -641902.322 -1043042.336 233.456 -0.627 -2.297 41.826
5121321450 5121321450 -641898.961 -1043039.194 233.49 -1.018 -1.965 41.93
5121321935 5121321935 -641895.535 -1043035.974 233.516 -1.075 -1.979 42.259
5121322466 5121322466 -641892.187 -1043032.736 233.559 -1.123 -1.498 43.448
5121323062 5121323062 -641888.865 -1043029.402 233.556 -1.237 -1.058 44.371
5121323779 5121323779 -641885.682 -1043026.108 233.574 -1.179 -1.413 45.834
5121324877 5121324877 -641882.456 -1043022.39 233.594 -1.424 -1.651 50.039
5121326586 5121326586 -641880.767 -1043020.177 233.611 -1.413 -1.808 52.74
5121333717 5121333717 -641880.784 -1043020.203 233.593 -1.508 -2.406 52.77
5121335811 5121335811 -641879.107 -1043017.766 233.607 -1.672 -4.071 55.555
5121336792 5121336792 -641876.409 -1043013.328 233.639 -1.465 -2.767 59.719
5121337629 5121337629 -641874.018 -1043008.711 233.68 -0.736 -2.559 64.538
5121338391 5121338391 -641872.127 -1043003.727 233.67 -0.204 -1.652 71.986
5121339054 5121339054 -641870.887 -1042998.672 233.546 -0.221 -0.823 77.209
5121339672 5121339672 -641870.015 -1042993.591 233.449 -0.164 -2.515 82.178
5121340267 5121340267 -641869.742 -1042988.325 233.445 -1.107 -3.645 89.043
5121340824 5121340824 -641870.054 -1042983.047 233.489 -1.087 -3.174 95.624
5121341355 5121341355 -641870.88 -1042977.779 233.522 -0.369 -3.224 100.862
5121341865 5121341865 -641872.223 -1042972.542 233.533 -0.696 -2.439 105.225
5121342333 5121342333 -641873.793 -1042967.573 233.514 0.994 -2.24 109.794
5121342800 5121342800 -641875.866 -1042962.614 233.447 0.485 -2.191 112.714
5121343247 5121343247 -641878.023 -1042957.785 233.379 0.858 -1.563 113.686
5121343674 5121343674 -641880.186 -1042953.197 233.326 0.636 -2.033 114.671
5121344101 5121344101 -641882.448 -1042948.545 233.295 1.129 -2.254 115.634
5121344528 5121344528 -641884.861 -1042943.819 233.243 1.324 -2.039 116.562
5121344934 5121344934 -641887.307 -1042939.282 233.198 1.006 -2.166 117.781
5123447268 5123447268 -641914.194 -1043063.355 233.222 1.073 -2.539 40.164
5123447609 5123447609 -641910.469 -1043060.081 233.235 0.856 -2.387 40.036
5123447950 5123447950 -641906.763 -1043056.865 233.243 1.011 -2.195 39.784
5123448291 5123448291 -641903.087 -1043053.709 233.25 1.034 -2.355 39.361
5123448632 5123448632 -641899.429 -1043050.614 233.27 0.914 -2.432 38.614
5123448973 5123448973 -641895.769 -1043047.611 233.29 0.739 -2.542 37.588
5123449314 5123449314 -641892.088 -1043044.721 233.329 0.946 -2.534 36.535
5123449675 5123449675 -641888.181 -1043041.756 233.346 0.633 -2.25 35.175
5123450036 5123450036 -641884.249 -1043038.927 233.362 0.369 -1.833 33.399
5123450397 5123450397 -641880.298 -1043036.28 233.34 0.148 -1.182 31.37
5123450779 5123450779 -641876.183 -1043033.79 233.317 0.028 -2.326 28.293
5123451161 5123451161 -641872.028 -1043031.626 233.334 0.285 -2.727 24.285
5123451563 5123451563 -641867.599 -1043029.72 233.39 0.33 -2.508 19.637
5123451965 5123451965 -641863.142 -1043028.213 233.43 -0.04 -3.027 14.564
5123452387 5123452387 -641858.27 -1043027.064 233.493 -0.393 -3.433 8.863
5123452809 5123452809 -641853.214 -1043026.385 233.58 -0.38 -3.281 3.746
5123453231 5123453231 -641848.042 -1043026.121 233.67 -0.873 -3.65 -1.194
5123453653 5123453653 -641842.697 -1043026.344 233.732 -0.404 -3.214 -5.935
5123454074 5123454074 -641837.359 -1043026.979 233.801 0.173 -2.864 -9.548
5123454469 5123454469 -641832.405 -1043027.816 233.853 -0.019 -3.066 -12.099
5123454864 5123454864 -641827.465 -1043028.863 233.937 -0.367 -3.503 -14.6
5123455259 5123455259 -641822.519 -1043030.138 234.024 0.185 -3.83 -15.657
5123455654 5123455654 -641817.481 -1043031.426 234.123 -0.553 -2.913 -16.171
5123456049 5123456049 -641812.453 -1043032.832 234.151 -1.403 -3.441 -18.834
5123456444 5123456444 -641807.459 -1043034.611 234.228 -0.174 -3.066 -21.716
5123456819 5123456819 -641802.711 -1043036.476 234.277 0.408 -3.22 -22.524
5123457194 5123457194 -641797.895 -1043038.375 234.323 0.513 -3.037 -22.391
5123457569 5123457569 -641793.062 -1043040.252 234.384 0.266 -3.256 -22.256
5123457944 5123457944 -641788.209 -1043042.129 234.455 0.328 -2.992 -22.052
5123458319 5123458319 -641783.391 -1043043.972 234.52 0.047 -2.975 -22.324
5123458694 5123458694 -641778.622 -1043045.857 234.58 0.478 -2.988 -22.577
5123459069 5123459069 -641773.853 -1043047.749 234.619 0.271 -2.636 -23.13
5123459444 5123459444 -641769.125 -1043049.706 234.646 0.303 -2.748 -23.871
5123459819 5123459819 -641764.401 -1043051.671 234.705 0.097 -2.698 -23.481
5123500193 5123500193 -641759.662 -1043053.588 234.727 -0.264 -2.874 -22.728
5123500569 5123500569 -641754.883 -1043055.443 234.764 -0.909 -2.487 -22.504
